0.014757,0.04088,4.4198,-60.4043,9.0431,-6.3228,-76.9626,,76891.3,92.05
0.018037,0.04088,4.4198,-49.4217,9.0431,-5.1732,-62.9694,,74284.1,90.58
0.014757,0.04088,3.6162,-60.4043,7.3989,-5.1732,-62.9694,,75022.5,90.62
0.014757,0.04088,4.4198,-49.4217,9.0431,-6.3228,-62.9694,,74039.6,90.56
0.014757,0.04088,4.4198,-49.4217,7.3989,-6.3228,-76.9626,,76401.9,91.61
0.018037,0.033448,4.4198,-60.4043,7.3989,-6.3228,-62.9694,,75421.5,90.94
0.018037,0.04088,4.4198,-60.4043,7.3989,-6.3228,-76.9626,,76303,91.81
0.014757,0.04088,4.4198,-49.4217,9.0431,-5.1732,-76.9626,,76438.9,91.68
0.014757,0.04088,4.4198,-60.4043,7.3989,-6.3228,-62.9694,,74766.9,90.71
0.014757,0.033448,4.4198,-49.4217,7.3989,-5.1732,-76.9626,,76182,91.73
0.018037,0.033448,3.6162,-60.4043,9.0431,-6.3228,-62.9694,,74812,90.83
0.014757,0.033448,3.6162,-49.4217,9.0431,-6.3228,-62.9694,,74146.5,90.63
0.018037,0.033448,3.6162,-49.4217,7.3989,-6.3228,-62.9694,,74418.6,90.73
0.018037,0.033448,4.4198,-49.4217,9.0431,-5.1732,-76.9626,,76479.8,91.7
0.018037,0.04088,3.6162,-49.4217,9.0431,-5.1732,-76.9626,,76184.6,91.86
0.018037,0.04088,3.6162,-49.4217,7.3989,-5.1732,-62.9694,,74357.3,90.69
0.014757,0.04088,3.6162,-49.4217,9.0431,-5.1732,-62.9694,,74139.2,90.48
0.018037,0.04088,3.6162,-60.4043,7.3989,-5.1732,-76.9626,,76275.6,91.8
0.014757,0.04088,3.6162,-60.4043,9.0431,-5.1732,-76.9626,,76259.6,91.79
0.014757,0.033448,3.6162,-60.4043,7.3989,-5.1732,-76.9626,,76785.4,92.16
0.014757,0.033448,4.4198,-49.4217,9.0431,-6.3228,-76.9626,,75686.5,91.44
0.018037,0.033448,3.6162,-60.4043,9.0431,-5.1732,-76.9626,,76938,92.24
0.014757,0.033448,4.4198,-60.4043,7.3989,-5.1732,-62.9694,,75411,90.84
0.014757,0.033448,4.4198,-60.4043,7.3989,-6.3228,-76.9626,,76146.6,91.87
0.014757,0.033448,3.6162,-49.4217,7.3989,-6.3228,-76.9626,,75926.9,91.59
0.018037,0.033448,3.6162,-49.4217,7.3989,-5.1732,-76.9626,,75903.6,91.4
0.018037,0.033448,4.4198,-60.4043,9.0431,-5.1732,-62.9694,,74785.7,90.85
0.014757,0.04088,4.4198,-60.4043,9.0431,-5.1732,-62.9694,,74786.5,90.71
0.018037,0.04088,4.4198,-49.4217,7.3989,-6.3228,-62.9694,,74167.9,90.58
0.014757,0.04088,3.6162,-49.4217,7.3989,-6.3228,-62.9694,,74430.5,90.6
0.014757,0.033448,4.4198,-60.4043,9.0431,-6.3228,-62.9694,,75339,90.85
0.014757,0.04088,3.6162,-49.4217,9.0431,-6.3228,-76.9626,,76450.7,91.7
0.018037,0.04088,3.6162,-49.4217,7.3989,-6.3228,-76.9626,,76456.9,91.82
0.014757,0.033448,3.6162,-60.4043,9.0431,-6.3228,-76.9626,,76687.5,92
0.014757,0.033448,3.6162,-49.4217,7.3989,-5.1732,-62.9694,,74399.9,90.77
0.014757,0.033448,4.4198,-60.4043,9.0431,-5.1732,-76.9626,,76248.5,91.84
0.014757,0.033448,3.6162,-49.4217,9.0431,-5.1732,-76.9626,,76167.9,91.6
0.018037,0.033448,3.6162,-49.4217,9.0431,-5.1732,-62.9694,,74702.5,90.81
0.018037,0.033448,4.4198,-60.4043,9.0431,-6.3228,-76.9626,,76687.6,91.94
0.018037,0.04088,3.6162,-60.4043,9.0431,-6.3228,-76.9626,,76661.6,91.99
0.014757,0.033448,3.6162,-60.4043,9.0431,-5.1732,-62.9694,,74656.9,90.84
0.018037,0.033448,3.6162,-60.4043,7.3989,-5.1732,-62.9694,,74865.7,90.85
0.018037,0.033448,3.6162,-49.4217,9.0431,-6.3228,-76.9626,,76545.3,91.78
0.014757,0.04088,3.6162,-60.4043,9.0431,-6.3228,-62.9694,,74999.9,90.67
0.018037,0.033448,4.4198,-49.4217,7.3989,-6.3228,-76.9626,,75963.8,91.75
0.018037,0.033448,4.4198,-49.4217,7.3989,-5.1732,-62.9694,,74524.5,90.72
0.018037,0.033448,3.6162,-60.4043,7.3989,-6.3228,-76.9626,,76816.8,92.25
0.018037,0.04088,3.6162,-60.4043,9.0431,-5.1732,-62.9694,,75197.8,90.64
0.014757,0.04088,3.6162,-49.4217,7.3989,-5.1732,-76.9626,,76233.6,91.55
0.014757,0.033448,4.4198,-49.4217,9.0431,-5.1732,-62.9694,,74427.3,90.69
0.014757,0.033448,4.4198,-49.4217,7.3989,-6.3228,-62.9694,,74575.5,90.76
0.014757,0.04088,4.4198,-49.4217,7.3989,-5.1732,-62.9694,,74392,90.6
0.014757,0.033448,3.6162,-60.4043,7.3989,-6.3228,-62.9694,,75445.4,90.82
0.014757,0.04088,4.4198,-60.4043,7.3989,-5.1732,-76.9626,,76810.3,92
0.018037,0.04088,4.4198,-49.4217,9.0431,-6.3228,-76.9626,,76325.8,91.9
0.018037,0.033448,4.4198,-49.4217,9.0431,-6.3228,-62.9694,,74418.7,90.71
0.018037,0.04088,3.6162,-49.4217,9.0431,-6.3228,-62.9694,,74423.3,90.59
0.018037,0.04088,4.4198,-49.4217,7.3989,-5.1732,-76.9626,,76489.7,91.74
0.018037,0.033448,4.4198,-60.4043,7.3989,-5.1732,-76.9626,,77003.7,92.19
0.018037,0.04088,3.6162,-60.4043,7.3989,-6.3228,-62.9694,,75145.3,90.66
0.018037,0.04088,4.4198,-60.4043,7.3989,-5.1732,-62.9694,,75122.4,90.66
0.018037,0.04088,4.4198,-60.4043,9.0431,-6.3228,-62.9694,,75107.1,90.71
0.018037,0.04088,4.4198,-60.4043,9.0431,-5.1732,-76.9626,,76748.2,92.02
0.014757,0.04088,3.6162,-60.4043,7.3989,-6.3228,-76.9626,,76927.1,92.03
